Product Name,Category,Subcategory,Weight (kg),Material Composition,Distance (km),Recyclable,Repairable,Lifespan (yrs),Packaging Used,Eco Score,Carbon Footprint (kg CO2e),Is Eco-Friendly
Philips 9W LED Bulb Var83,Electronics,LED Bulb,0.079,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",1035,Yes,No,4,Paper,0.69,10.33,Yes
Organic Bananas (1kg) Var83,Grocery,Bananas,0.978,Organic 100%,184,Yes,No,1,None,0.91,1.93,Yes
Amul Gold Milk 1L Var83,Grocery,Milk,1.021,"Organic 90%, Plastic 10%",470,No,No,2,Tetrapak,0.66,3.38,Yes
Khadi Natural Herbal Shampoo Var83,Personal Care,Shampoo,0.491,"Plastic 60%, Organic 40%",284,Yes,No,2,Plastic,0.67,8.86,Yes
Apple iPhone 15 Var84,Electronics,Smartphone,0.171,"Aluminum 70%, Silicon 20%, Plastic 10%",5331,Yes,Yes,7,Cardboard,0.65,83.63,No
MacBook Air M2 Var84,Electronics,Laptop,1.216,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",4888,Yes,Yes,6,Cardboard,0.66,159.74,No
Samsung Galaxy S24 Var84,Electronics,Smartphone,0.164,"Aluminum 60%, Glass 30%, Plastic 10%",5103,Yes,Yes,7,Cardboard,0.65,71.71,No
HP Pavilion x360 Var84,Electronics,Laptop,1.691,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",4343,Yes,Yes,5,Cardboard,0.65,139.3,No
Samsung 322L Refrigerator Var84,Electronics,Refrigerator,54.246,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",2078,Yes,Yes,11,Plastic,0.6,298.37,No
Godrej 7 kg Washing Machine Var84,Electronics,Washing Machine,35.228,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1647,Yes,Yes,11,Plastic,0.61,247.57,No
Philips 9W LED Bulb Var84,Electronics,LED Bulb,0.082,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",1052,Yes,No,6,Paper,0.73,9.61,Yes
Organic Bananas (1kg) Var84,Grocery,Bananas,0.995,Organic 100%,200,Yes,No,2,None,0.92,1.93,Yes
Amul Gold Milk 1L Var84,Grocery,Milk,1.022,"Organic 90%, Plastic 10%",529,No,No,2,Tetrapak,0.58,3.54,No
Khadi Natural Herbal Shampoo Var84,Personal Care,Shampoo,0.503,"Plastic 60%, Organic 40%",301,Yes,No,3,Plastic,0.65,8.63,Yes
Apple iPhone 15 Var85,Electronics,Smartphone,0.173,"Aluminum 70%, Silicon 20%, Plastic 10%",5074,Yes,Yes,6,Cardboard,0.65,78.6,No
MacBook Air M2 Var85,Electronics,Laptop,1.248,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",5256,Yes,Yes,6,Cardboard,0.69,157.43,No
Samsung Galaxy S24 Var85,Electronics,Smartphone,0.165,"Aluminum 60%, Glass 30%, Plastic 10%",5215,Yes,Yes,5,Cardboard,0.6,71.69,No
HP Pavilion x360 Var85,Electronics,Laptop,1.653,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",3683,Yes,Yes,7,Cardboard,0.62,139.08,No
Samsung 322L Refrigerator Var85,Electronics,Refrigerator,53.99,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",2127,Yes,Yes,12,Plastic,0.62,297.72,No
Godrej 7 kg Washing Machine Var85,Electronics,Washing Machine,34.245,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1425,Yes,Yes,9,Plastic,0.59,240.4,No
Philips 9W LED Bulb Var85,Electronics,LED Bulb,0.079,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",1097,Yes,No,5,Paper,0.74,10.19,Yes
Organic Bananas (1kg) Var85,Grocery,Bananas,0.995,Organic 100%,197,Yes,No,2,None,0.9,2.03,Yes
Amul Gold Milk 1L Var85,Grocery,Milk,1.034,"Organic 90%, Plastic 10%",465,No,No,1,Tetrapak,0.63,3.42,Yes
Khadi Natural Herbal Shampoo Var85,Personal Care,Shampoo,0.504,"Plastic 60%, Organic 40%",274,Yes,No,1,Plastic,0.65,8.25,Yes
Apple iPhone 15 Var86,Electronics,Smartphone,0.176,"Aluminum 70%, Silicon 20%, Plastic 10%",4576,Yes,Yes,7,Cardboard,0.58,76.67,No
MacBook Air M2 Var86,Electronics,Laptop,1.228,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",4953,Yes,Yes,8,Cardboard,0.6,153.02,No
Samsung Galaxy S24 Var86,Electronics,Smartphone,0.172,"Aluminum 60%, Glass 30%, Plastic 10%",4761,Yes,Yes,5,Cardboard,0.63,68.11,No
HP Pavilion x360 Var86,Electronics,Laptop,1.694,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",4015,Yes,Yes,6,Cardboard,0.66,137.75,No
Samsung 322L Refrigerator Var86,Electronics,Refrigerator,53.991,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",2110,Yes,Yes,12,Plastic,0.61,290.24,No
Godrej 7 kg Washing Machine Var86,Electronics,Washing Machine,34.276,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1526,Yes,Yes,10,Plastic,0.52,250.48,No
Philips 9W LED Bulb Var86,Electronics,LED Bulb,0.082,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",910,Yes,No,5,Paper,0.74,9.64,Yes
Organic Bananas (1kg) Var86,Grocery,Bananas,1.006,Organic 100%,192,Yes,No,2,None,0.9,2.06,Yes
Amul Gold Milk 1L Var86,Grocery,Milk,1.036,"Organic 90%, Plastic 10%",509,No,No,1,Tetrapak,0.57,3.63,No
Khadi Natural Herbal Shampoo Var86,Personal Care,Shampoo,0.502,"Plastic 60%, Organic 40%",327,Yes,No,3,Plastic,0.64,8.4,Yes
Apple iPhone 15 Var87,Electronics,Smartphone,0.179,"Aluminum 70%, Silicon 20%, Plastic 10%",4995,Yes,Yes,6,Cardboard,0.65,76.24,No
MacBook Air M2 Var87,Electronics,Laptop,1.246,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",4578,Yes,Yes,8,Cardboard,0.64,162.79,No
Samsung Galaxy S24 Var87,Electronics,Smartphone,0.165,"Aluminum 60%, Glass 30%, Plastic 10%",5054,Yes,Yes,5,Cardboard,0.6,73.48,No
HP Pavilion x360 Var87,Electronics,Laptop,1.705,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",4266,Yes,Yes,7,Cardboard,0.63,140.11,No
Samsung 322L Refrigerator Var87,Electronics,Refrigerator,55.446,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",1885,Yes,Yes,12,Plastic,0.62,306.66,No
Godrej 7 kg Washing Machine Var87,Electronics,Washing Machine,33.956,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1548,Yes,Yes,11,Plastic,0.62,248.71,No
Philips 9W LED Bulb Var87,Electronics,LED Bulb,0.078,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",1026,Yes,No,4,Paper,0.67,9.69,Yes
Organic Bananas (1kg) Var87,Grocery,Bananas,1.027,Organic 100%,189,Yes,No,2,None,0.95,2.02,Yes
Amul Gold Milk 1L Var87,Grocery,Milk,1.004,"Organic 90%, Plastic 10%",541,No,No,2,Tetrapak,0.58,3.61,No
Khadi Natural Herbal Shampoo Var87,Personal Care,Shampoo,0.487,"Plastic 60%, Organic 40%",304,Yes,No,1,Plastic,0.61,8.34,Yes
Apple iPhone 15 Var88,Electronics,Smartphone,0.173,"Aluminum 70%, Silicon 20%, Plastic 10%",5297,Yes,Yes,7,Cardboard,0.66,81.9,No
MacBook Air M2 Var88,Electronics,Laptop,1.242,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",5026,Yes,Yes,7,Cardboard,0.61,164.65,No
Samsung Galaxy S24 Var88,Electronics,Smartphone,0.165,"Aluminum 60%, Glass 30%, Plastic 10%",5100,Yes,Yes,5,Cardboard,0.67,73.47,No
HP Pavilion x360 Var88,Electronics,Laptop,1.733,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",3614,Yes,Yes,6,Cardboard,0.58,136.29,No
Samsung 322L Refrigerator Var88,Electronics,Refrigerator,56.636,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",1940,Yes,Yes,13,Plastic,0.58,299.08,No
Godrej 7 kg Washing Machine Var88,Electronics,Washing Machine,34.394,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1375,Yes,Yes,11,Plastic,0.56,259.38,No
Philips 9W LED Bulb Var88,Electronics,LED Bulb,0.081,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",960,Yes,No,5,Paper,0.72,9.53,Yes
Organic Bananas (1kg) Var88,Grocery,Bananas,0.982,Organic 100%,187,Yes,No,2,None,0.87,1.96,Yes
Amul Gold Milk 1L Var88,Grocery,Milk,1.051,"Organic 90%, Plastic 10%",517,No,No,1,Tetrapak,0.59,3.52,No
Khadi Natural Herbal Shampoo Var88,Personal Care,Shampoo,0.497,"Plastic 60%, Organic 40%",329,Yes,No,1,Plastic,0.69,8.82,Yes
Apple iPhone 15 Var89,Electronics,Smartphone,0.17,"Aluminum 70%, Silicon 20%, Plastic 10%",5265,Yes,Yes,7,Cardboard,0.6,83.12,No
MacBook Air M2 Var89,Electronics,Laptop,1.218,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",4793,Yes,Yes,6,Cardboard,0.7,155.64,No
Samsung Galaxy S24 Var89,Electronics,Smartphone,0.168,"Aluminum 60%, Glass 30%, Plastic 10%",5443,Yes,Yes,7,Cardboard,0.67,69.47,No
HP Pavilion x360 Var89,Electronics,Laptop,1.748,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",3963,Yes,Yes,5,Cardboard,0.64,136.58,No
Samsung 322L Refrigerator Var89,Electronics,Refrigerator,56.061,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",1998,Yes,Yes,12,Plastic,0.61,299.29,No
Godrej 7 kg Washing Machine Var89,Electronics,Washing Machine,35.518,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1530,Yes,Yes,10,Plastic,0.58,255.78,No
Philips 9W LED Bulb Var89,Electronics,LED Bulb,0.081,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",996,Yes,No,5,Paper,0.7,10.39,Yes
Organic Bananas (1kg) Var89,Grocery,Bananas,0.985,Organic 100%,193,Yes,No,2,None,0.9,1.92,Yes
Amul Gold Milk 1L Var89,Grocery,Milk,1.015,"Organic 90%, Plastic 10%",525,No,No,1,Tetrapak,0.65,3.38,Yes
Khadi Natural Herbal Shampoo Var89,Personal Care,Shampoo,0.508,"Plastic 60%, Organic 40%",298,Yes,No,1,Plastic,0.63,8.59,Yes
Apple iPhone 15 Var90,Electronics,Smartphone,0.17,"Aluminum 70%, Silicon 20%, Plastic 10%",5020,Yes,Yes,5,Cardboard,0.65,79.68,No
MacBook Air M2 Var90,Electronics,Laptop,1.212,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",4770,Yes,Yes,8,Cardboard,0.64,160.89,No
Samsung Galaxy S24 Var90,Electronics,Smartphone,0.172,"Aluminum 60%, Glass 30%, Plastic 10%",5039,Yes,Yes,6,Cardboard,0.61,68.25,No
HP Pavilion x360 Var90,Electronics,Laptop,1.739,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",4351,Yes,Yes,6,Cardboard,0.61,131.28,No
Samsung 322L Refrigerator Var90,Electronics,Refrigerator,54.714,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",2188,Yes,Yes,13,Plastic,0.54,295.63,No
Godrej 7 kg Washing Machine Var90,Electronics,Washing Machine,33.972,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1583,Yes,Yes,10,Plastic,0.61,257.3,No
Philips 9W LED Bulb Var90,Electronics,LED Bulb,0.081,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",1035,Yes,No,4,Paper,0.75,9.7,Yes
Organic Bananas (1kg) Var90,Grocery,Bananas,0.994,Organic 100%,188,Yes,No,1,None,0.87,1.94,Yes
Amul Gold Milk 1L Var90,Grocery,Milk,1.023,"Organic 90%, Plastic 10%",521,No,No,1,Tetrapak,0.65,3.48,Yes
Khadi Natural Herbal Shampoo Var90,Personal Care,Shampoo,0.505,"Plastic 60%, Organic 40%",316,Yes,No,3,Plastic,0.63,8.8,Yes
Apple iPhone 15 Var91,Electronics,Smartphone,0.175,"Aluminum 70%, Silicon 20%, Plastic 10%",4677,Yes,Yes,7,Cardboard,0.67,77.35,No
MacBook Air M2 Var91,Electronics,Laptop,1.224,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",5318,Yes,Yes,8,Cardboard,0.61,166.44,No
Samsung Galaxy S24 Var91,Electronics,Smartphone,0.172,"Aluminum 60%, Glass 30%, Plastic 10%",5187,Yes,Yes,6,Cardboard,0.66,72.74,No
HP Pavilion x360 Var91,Electronics,Laptop,1.725,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",3702,Yes,Yes,7,Cardboard,0.64,131.36,No
Samsung 322L Refrigerator Var91,Electronics,Refrigerator,53.999,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",1861,Yes,Yes,13,Plastic,0.58,309.82,No
Godrej 7 kg Washing Machine Var91,Electronics,Washing Machine,35.931,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1643,Yes,Yes,10,Plastic,0.59,262.36,No
Philips 9W LED Bulb Var91,Electronics,LED Bulb,0.081,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",1067,Yes,No,5,Paper,0.69,9.76,Yes
Organic Bananas (1kg) Var91,Grocery,Bananas,1.007,Organic 100%,206,Yes,No,2,None,0.9,1.98,Yes
Amul Gold Milk 1L Var91,Grocery,Milk,1.0,"Organic 90%, Plastic 10%",501,No,No,2,Tetrapak,0.61,3.55,Yes
Khadi Natural Herbal Shampoo Var91,Personal Care,Shampoo,0.504,"Plastic 60%, Organic 40%",288,Yes,No,3,Plastic,0.66,8.35,Yes
Apple iPhone 15 Var92,Electronics,Smartphone,0.17,"Aluminum 70%, Silicon 20%, Plastic 10%",4683,Yes,Yes,6,Cardboard,0.63,81.25,No
MacBook Air M2 Var92,Electronics,Laptop,1.244,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",5088,Yes,Yes,6,Cardboard,0.61,155.61,No
Samsung Galaxy S24 Var92,Electronics,Smartphone,0.17,"Aluminum 60%, Glass 30%, Plastic 10%",4580,Yes,Yes,7,Cardboard,0.68,71.67,No
HP Pavilion x360 Var92,Electronics,Laptop,1.661,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",4181,Yes,Yes,5,Cardboard,0.62,139.32,No
Samsung 322L Refrigerator Var92,Electronics,Refrigerator,53.835,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",1922,Yes,Yes,12,Plastic,0.56,306.26,No
Godrej 7 kg Washing Machine Var92,Electronics,Washing Machine,35.239,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1376,Yes,Yes,11,Plastic,0.57,257.73,No
Philips 9W LED Bulb Var92,Electronics,LED Bulb,0.081,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",948,Yes,No,5,Paper,0.76,10.14,Yes
Organic Bananas (1kg) Var92,Grocery,Bananas,1.027,Organic 100%,183,Yes,No,1,None,0.91,2.05,Yes
Amul Gold Milk 1L Var92,Grocery,Milk,1.057,"Organic 90%, Plastic 10%",517,No,No,1,Tetrapak,0.57,3.39,No
Khadi Natural Herbal Shampoo Var92,Personal Care,Shampoo,0.506,"Plastic 60%, Organic 40%",288,Yes,No,2,Plastic,0.63,8.44,Yes
Apple iPhone 15 Var93,Electronics,Smartphone,0.175,"Aluminum 70%, Silicon 20%, Plastic 10%",4873,Yes,Yes,7,Cardboard,0.59,76.1,No
MacBook Air M2 Var93,Electronics,Laptop,1.217,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",5132,Yes,Yes,7,Cardboard,0.61,152.68,No
Samsung Galaxy S24 Var93,Electronics,Smartphone,0.166,"Aluminum 60%, Glass 30%, Plastic 10%",4678,Yes,Yes,5,Cardboard,0.61,69.66,No
HP Pavilion x360 Var93,Electronics,Laptop,1.671,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",4167,Yes,Yes,6,Cardboard,0.64,129.34,No
Samsung 322L Refrigerator Var93,Electronics,Refrigerator,55.57,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",1860,Yes,Yes,13,Plastic,0.63,288.52,No
Godrej 7 kg Washing Machine Var93,Electronics,Washing Machine,34.41,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1615,Yes,Yes,10,Plastic,0.56,238.48,No
Philips 9W LED Bulb Var93,Electronics,LED Bulb,0.079,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",929,Yes,No,4,Paper,0.73,9.84,Yes
Organic Bananas (1kg) Var93,Grocery,Bananas,0.996,Organic 100%,197,Yes,No,2,None,0.93,2.09,Yes
Amul Gold Milk 1L Var93,Grocery,Milk,1.056,"Organic 90%, Plastic 10%",455,No,No,2,Tetrapak,0.57,3.53,No
Khadi Natural Herbal Shampoo Var93,Personal Care,Shampoo,0.507,"Plastic 60%, Organic 40%",314,Yes,No,2,Plastic,0.63,8.72,Yes
Apple iPhone 15 Var94,Electronics,Smartphone,0.175,"Aluminum 70%, Silicon 20%, Plastic 10%",4603,Yes,Yes,5,Cardboard,0.6,81.13,No
MacBook Air M2 Var94,Electronics,Laptop,1.226,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",5470,Yes,Yes,6,Cardboard,0.65,160.9,No
Samsung Galaxy S24 Var94,Electronics,Smartphone,0.169,"Aluminum 60%, Glass 30%, Plastic 10%",4817,Yes,Yes,5,Cardboard,0.66,69.06,No
HP Pavilion x360 Var94,Electronics,Laptop,1.726,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",4011,Yes,Yes,5,Cardboard,0.65,140.51,No
Samsung 322L Refrigerator Var94,Electronics,Refrigerator,54.075,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",1812,Yes,Yes,12,Plastic,0.58,287.56,No
Godrej 7 kg Washing Machine Var94,Electronics,Washing Machine,35.08,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1617,Yes,Yes,11,Plastic,0.6,246.58,No
Philips 9W LED Bulb Var94,Electronics,LED Bulb,0.081,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",923,Yes,No,6,Paper,0.72,10.46,Yes
Organic Bananas (1kg) Var94,Grocery,Bananas,1.017,Organic 100%,181,Yes,No,1,None,0.86,2.04,Yes
Amul Gold Milk 1L Var94,Grocery,Milk,1.034,"Organic 90%, Plastic 10%",485,No,No,1,Tetrapak,0.61,3.42,Yes
Khadi Natural Herbal Shampoo Var94,Personal Care,Shampoo,0.492,"Plastic 60%, Organic 40%",274,Yes,No,1,Plastic,0.65,8.82,Yes
Apple iPhone 15 Var95,Electronics,Smartphone,0.179,"Aluminum 70%, Silicon 20%, Plastic 10%",5149,Yes,Yes,5,Cardboard,0.59,81.85,No
MacBook Air M2 Var95,Electronics,Laptop,1.228,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",4905,Yes,Yes,8,Cardboard,0.66,165.97,No
Samsung Galaxy S24 Var95,Electronics,Smartphone,0.17,"Aluminum 60%, Glass 30%, Plastic 10%",5414,Yes,Yes,5,Cardboard,0.68,67.23,No
HP Pavilion x360 Var95,Electronics,Laptop,1.676,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",4221,Yes,Yes,7,Cardboard,0.59,134.8,No
Samsung 322L Refrigerator Var95,Electronics,Refrigerator,54.366,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",1806,Yes,Yes,12,Plastic,0.57,294.35,No
Godrej 7 kg Washing Machine Var95,Electronics,Washing Machine,34.575,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1565,Yes,Yes,10,Plastic,0.55,248.79,No
Philips 9W LED Bulb Var95,Electronics,LED Bulb,0.081,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",931,Yes,No,4,Paper,0.69,9.57,Yes
Organic Bananas (1kg) Var95,Grocery,Bananas,1.03,Organic 100%,199,Yes,No,1,None,0.91,1.92,Yes
Amul Gold Milk 1L Var95,Grocery,Milk,1.056,"Organic 90%, Plastic 10%",523,No,No,2,Tetrapak,0.66,3.59,Yes
Khadi Natural Herbal Shampoo Var95,Personal Care,Shampoo,0.507,"Plastic 60%, Organic 40%",288,Yes,No,1,Plastic,0.7,8.54,Yes
Apple iPhone 15 Var96,Electronics,Smartphone,0.17,"Aluminum 70%, Silicon 20%, Plastic 10%",4839,Yes,Yes,7,Cardboard,0.64,81.75,No
MacBook Air M2 Var96,Electronics,Laptop,1.272,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",5043,Yes,Yes,7,Cardboard,0.63,163.97,No
Samsung Galaxy S24 Var96,Electronics,Smartphone,0.166,"Aluminum 60%, Glass 30%, Plastic 10%",5394,Yes,Yes,7,Cardboard,0.64,71.32,No
HP Pavilion x360 Var96,Electronics,Laptop,1.718,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",3910,Yes,Yes,5,Cardboard,0.61,134.55,No
Samsung 322L Refrigerator Var96,Electronics,Refrigerator,53.378,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",1881,Yes,Yes,11,Plastic,0.57,290.96,No
Godrej 7 kg Washing Machine Var96,Electronics,Washing Machine,36.043,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1519,Yes,Yes,11,Plastic,0.56,251.33,No
Philips 9W LED Bulb Var96,Electronics,LED Bulb,0.081,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",906,Yes,No,6,Paper,0.75,10.08,Yes
Organic Bananas (1kg) Var96,Grocery,Bananas,0.972,Organic 100%,209,Yes,No,1,None,0.93,2.01,Yes
Amul Gold Milk 1L Var96,Grocery,Milk,1.049,"Organic 90%, Plastic 10%",522,No,No,1,Tetrapak,0.57,3.53,No
Khadi Natural Herbal Shampoo Var96,Personal Care,Shampoo,0.495,"Plastic 60%, Organic 40%",300,Yes,No,1,Plastic,0.66,8.66,Yes
Apple iPhone 15 Var97,Electronics,Smartphone,0.172,"Aluminum 70%, Silicon 20%, Plastic 10%",5026,Yes,Yes,7,Cardboard,0.63,81.0,No
MacBook Air M2 Var97,Electronics,Laptop,1.217,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",5047,Yes,Yes,8,Cardboard,0.6,165.54,No
Samsung Galaxy S24 Var97,Electronics,Smartphone,0.172,"Aluminum 60%, Glass 30%, Plastic 10%",4791,Yes,Yes,6,Cardboard,0.66,70.36,No
HP Pavilion x360 Var97,Electronics,Laptop,1.692,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",4134,Yes,Yes,6,Cardboard,0.6,132.15,No
Samsung 322L Refrigerator Var97,Electronics,Refrigerator,56.471,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",1893,Yes,Yes,12,Plastic,0.57,302.37,No
Godrej 7 kg Washing Machine Var97,Electronics,Washing Machine,35.959,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1360,Yes,Yes,9,Plastic,0.53,249.97,No
Philips 9W LED Bulb Var97,Electronics,LED Bulb,0.081,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",1020,Yes,No,5,Paper,0.7,10.36,Yes
Organic Bananas (1kg) Var97,Grocery,Bananas,0.979,Organic 100%,181,Yes,No,2,None,0.87,1.94,Yes
Amul Gold Milk 1L Var97,Grocery,Milk,1.043,"Organic 90%, Plastic 10%",536,No,No,1,Tetrapak,0.57,3.67,No
Khadi Natural Herbal Shampoo Var97,Personal Care,Shampoo,0.499,"Plastic 60%, Organic 40%",323,Yes,No,1,Plastic,0.61,8.21,Yes
Apple iPhone 15 Var98,Electronics,Smartphone,0.172,"Aluminum 70%, Silicon 20%, Plastic 10%",4748,Yes,Yes,6,Cardboard,0.6,76.73,No
MacBook Air M2 Var98,Electronics,Laptop,1.229,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",4694,Yes,Yes,7,Cardboard,0.62,156.59,No
Samsung Galaxy S24 Var98,Electronics,Smartphone,0.168,"Aluminum 60%, Glass 30%, Plastic 10%",5482,Yes,Yes,7,Cardboard,0.66,68.99,No
HP Pavilion x360 Var98,Electronics,Laptop,1.707,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",4128,Yes,Yes,6,Cardboard,0.58,140.87,No
Samsung 322L Refrigerator Var98,Electronics,Refrigerator,54.593,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",1919,Yes,Yes,11,Plastic,0.56,303.88,No
Godrej 7 kg Washing Machine Var98,Electronics,Washing Machine,34.629,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1491,Yes,Yes,10,Plastic,0.59,240.65,No
Philips 9W LED Bulb Var98,Electronics,LED Bulb,0.081,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",1000,Yes,No,6,Paper,0.71,10.12,Yes
Organic Bananas (1kg) Var98,Grocery,Bananas,0.981,Organic 100%,188,Yes,No,2,None,0.9,2.01,Yes
Amul Gold Milk 1L Var98,Grocery,Milk,1.047,"Organic 90%, Plastic 10%",549,No,No,1,Tetrapak,0.63,3.65,Yes
Khadi Natural Herbal Shampoo Var98,Personal Care,Shampoo,0.509,"Plastic 60%, Organic 40%",300,Yes,No,2,Plastic,0.69,8.77,Yes
Apple iPhone 15 Var99,Electronics,Smartphone,0.175,"Aluminum 70%, Silicon 20%, Plastic 10%",5283,Yes,Yes,5,Cardboard,0.68,78.98,No
MacBook Air M2 Var99,Electronics,Laptop,1.234,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",5442,Yes,Yes,8,Cardboard,0.63,161.11,No
Samsung Galaxy S24 Var99,Electronics,Smartphone,0.169,"Aluminum 60%, Glass 30%, Plastic 10%",5399,Yes,Yes,7,Cardboard,0.62,68.04,No
HP Pavilion x360 Var99,Electronics,Laptop,1.658,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",3945,Yes,Yes,7,Cardboard,0.67,136.81,No
Samsung 322L Refrigerator Var99,Electronics,Refrigerator,54.586,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",1871,Yes,Yes,13,Plastic,0.58,300.31,No
Godrej 7 kg Washing Machine Var99,Electronics,Washing Machine,34.405,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1549,Yes,Yes,11,Plastic,0.52,245.32,No
Philips 9W LED Bulb Var99,Electronics,LED Bulb,0.078,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",986,Yes,No,4,Paper,0.7,10.27,Yes
Organic Bananas (1kg) Var99,Grocery,Bananas,1.028,Organic 100%,212,Yes,No,1,None,0.95,2.0,Yes
Amul Gold Milk 1L Var99,Grocery,Milk,1.019,"Organic 90%, Plastic 10%",459,No,No,2,Tetrapak,0.61,3.61,Yes
Khadi Natural Herbal Shampoo Var99,Personal Care,Shampoo,0.503,"Plastic 60%, Organic 40%",287,Yes,No,1,Plastic,0.61,8.18,Yes
Apple iPhone 15 Var100,Electronics,Smartphone,0.174,"Aluminum 70%, Silicon 20%, Plastic 10%",5378,Yes,Yes,7,Cardboard,0.6,79.6,No
MacBook Air M2 Var100,Electronics,Laptop,1.266,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",5014,Yes,Yes,6,Cardboard,0.63,156.39,No
